[2026-09-24T12:25:01.336306+00:00] AUDIT_EVENT | id=24bef148-b7a1-46a5-91d3-3a43979e22aa | name=Mechanical Keyboard | type=sync | client_ip=testclient | status=AUDIT_RECORDED
[2026-09-24T12:26:14.002649+00:00] AUDIT_EVENT | id=4b24321e-05f7-4f0c-9107-655b545ac076 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.003406+00:00] AUDIT_EVENT | id=9c73851c-1160-42af-9c5a-1b2670e16a7a | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.003406+00:00] AUDIT_EVENT | id=775ec76b-73bb-4fb3-b32a-f2e19a3d8727 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.008177+00:00] AUDIT_EVENT | id=d27749ad-f0f8-4baf-92ca-4280ff2905bb | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.008177+00:00] AUDIT_EVENT | id=dbada804-785a-4b47-a097-c1dae15590c7 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.008177+00:00] AUDIT_EVENT | id=ffb34a0b-3ade-4864-9eb2-e21e960eee6c | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.062410+00:00] AUDIT_EVENT | id=0ac8f166-981c-4c3b-99ba-8c9b6c276a92 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.062410+00:00] AUDIT_EVENT | id=ef449b00-5a3f-4bee-86f9-98efed12dd7d | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.073706+00:00] AUDIT_EVENT | id=5561399d-f0d7-4aa1-8ce4-b5e8300c0cd8 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.074278+00:00] AUDIT_EVENT | id=0d8b0277-9b5a-44a7-947a-df748ae1fd42 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.074278+00:00] AUDIT_EVENT | id=55108273-3e22-4b74-be51-fbb564351902 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.076091+00:00] AUDIT_EVENT | id=c6f082a9-e501-4b8e-8255-74060c0cee77 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.073706+00:00] AUDIT_EVENT | id=a8e385d0-f8f5-4933-b49a-9190e879d787 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.074278+00:00] AUDIT_EVENT | id=e269f764-2b3e-4092-bb2a-5f0a911e993a | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.073706+00:00] AUDIT_EVENT | id=94102f30-661a-4a9e-a742-a15d26db19cb | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.159762+00:00] AUDIT_EVENT | id=de9bf766-c22c-415f-ac3d-153c1a667820 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.159762+00:00] AUDIT_EVENT | id=66e48a88-8ee1-44a9-bcd2-8b75902e971a | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.159762+00:00] AUDIT_EVENT | id=2ae05170-95ab-4073-9e3e-cb5e2916c517 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.159762+00:00] AUDIT_EVENT | id=63095592-41fd-481a-8397-babab1ecda4c | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.159762+00:00] AUDIT_EVENT | id=15fb8cf1-f385-496a-95ef-2b3409b2ed1c | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.159762+00:00] AUDIT_EVENT | id=79646f94-7d5b-45af-ab0e-1dbab52e398d | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.160288+00:00] AUDIT_EVENT | id=28b464a1-a1f6-4376-98b1-326d8ad4bb1e | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.160288+00:00] AUDIT_EVENT | id=a4ad828e-f88d-4c7a-bcb6-ee12abf786a0 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.160288+00:00] AUDIT_EVENT | id=bfb41957-77db-4933-8e1a-d58755e1d19d | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.159762+00:00] AUDIT_EVENT | id=13d69429-42df-4874-afb3-ee1b8dc8016e | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.231012+00:00] AUDIT_EVENT | id=8be0df6d-4bea-4e80-a2c1-53e60d425563 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.231542+00:00] AUDIT_EVENT | id=16697701-12f6-456b-b20f-d9f50b167dd6 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.231012+00:00] AUDIT_EVENT | id=5f8f6d1f-a663-40d8-b5f2-0a8d0aa496c1 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.231012+00:00] AUDIT_EVENT | id=74bbb131-03b8-4ef7-83dd-3d7d20e48d23 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.231012+00:00] AUDIT_EVENT | id=99023aba-6da7-47b2-90c2-567a1d98fdc3 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.231542+00:00] AUDIT_EVENT | id=2ee7b892-2159-4a95-9e3f-f4fa7fa0b50b | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.231012+00:00] AUDIT_EVENT | id=b6545038-eab9-4480-95a4-ae58913b0620 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.231012+00:00] AUDIT_EVENT | id=c73fad11-e003-4a5b-b8a3-04ec1b69ddb1 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.231012+00:00] AUDIT_EVENT | id=475e3f55-8219-4758-ab0e-771b8c8a58c0 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.231542+00:00] AUDIT_EVENT | id=feca6655-3c13-4406-9f81-2395a8fbe6b1 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.311042+00:00] AUDIT_EVENT | id=7f065fc5-d77b-4256-8dfd-3c41fcf14ae5 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.311042+00:00] AUDIT_EVENT | id=2f6fdb45-8d29-4c17-bfdf-a353f132b464 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.311588+00:00] AUDIT_EVENT | id=7bb8038b-2197-41ac-9bdc-460b95043883 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.311042+00:00] AUDIT_EVENT | id=3cda2e42-57fa-4a51-80e0-c24673b64fc8 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.311042+00:00] AUDIT_EVENT | id=bb539dfc-1a93-4e72-a5c7-17fd99786634 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.311042+00:00] AUDIT_EVENT | id=cd57c24d-b1ff-4372-aadc-380c00c64adc | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.312133+00:00] AUDIT_EVENT | id=430e93ec-af1b-4d53-a094-9bf44ce2b204 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.311042+00:00] AUDIT_EVENT | id=10fc5dca-a557-4934-8c03-7b5655c35879 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.390568+00:00] AUDIT_EVENT | id=fa3e6997-57da-44b9-9861-2e9462949bb9 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.390568+00:00] AUDIT_EVENT | id=457f1092-9a1c-4d64-bc01-5408f6ad0dc3 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.390568+00:00] AUDIT_EVENT | id=d448e166-5e71-4bb8-a03c-d712258a78b9 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.390568+00:00] AUDIT_EVENT | id=71efafb1-00b9-4575-bee2-423603caa4b9 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.391105+00:00] AUDIT_EVENT | id=e614017d-4edf-4188-8b0c-072748a92986 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.390568+00:00] AUDIT_EVENT | id=eaed28e0-8ec6-4f83-82fd-fc81c9231bb9 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.391105+00:00] AUDIT_EVENT | id=c5b62037-5b59-478f-b3f4-35f0656cd912 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.391105+00:00] AUDIT_EVENT | id=2a3b2bb8-e092-47c1-a92e-4088e0412017 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.391105+00:00] AUDIT_EVENT | id=b1255290-e810-4477-9913-828747c8042c | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.391105+00:00] AUDIT_EVENT | id=f160d548-3a26-4a0c-8d96-15c11ded7e71 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.449531+00:00] AUDIT_EVENT | id=78c8668e-4935-4595-bc92-64102c1a13f6 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.449531+00:00] AUDIT_EVENT | id=5460da2c-3f66-43de-b409-7828267e63e1 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.464370+00:00] AUDIT_EVENT | id=4d2ab201-0e51-4d18-83fc-662fec654eb8 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.464918+00:00] AUDIT_EVENT | id=e1fbb48c-76b0-4fd6-a132-533018ffc43b | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.464370+00:00] AUDIT_EVENT | id=f21d240a-f125-4652-ac07-1178fffe35db | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.464370+00:00] AUDIT_EVENT | id=aff2016d-6c20-4605-9d01-de56b39716a3 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.464370+00:00] AUDIT_EVENT | id=1faaa6bf-687d-48bb-b985-d979d2327cd4 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.464370+00:00] AUDIT_EVENT | id=30d2d640-5af3-4120-a218-c16afe99bba6 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.465483+00:00] AUDIT_EVENT | id=84a27e0a-1abb-40e3-8516-2609c1a95b5e | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.532791+00:00] AUDIT_EVENT | id=f1e26b88-3dc2-4c23-a473-d8a6f43989f2 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.533345+00:00] AUDIT_EVENT | id=661b00a8-7273-427e-930a-a94104208a38 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.532791+00:00] AUDIT_EVENT | id=6a2d6da9-01f4-460b-ad1f-b2ad5685ef6c | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.533345+00:00] AUDIT_EVENT | id=406bee2a-92e2-4d8e-bfa2-a8db4e301ec9 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.533345+00:00] AUDIT_EVENT | id=b2dcfabc-b5ad-4a36-8457-78d41352eb17 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.533345+00:00] AUDIT_EVENT | id=b363dd9c-fb25-4092-b5fe-30a09c3cef61 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:14.534550+00:00] AUDIT_EVENT | id=24744c9f-a268-48de-9f04-03de918bc2c5 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:19.967891+00:00] AUDIT_EVENT | id=0ced8dd5-0f78-43ea-bf1f-bbe964728f2b | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:19.967891+00:00] AUDIT_EVENT | id=2a562c37-43bf-4dc6-9ae8-9c3743393964 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:19.968736+00:00] AUDIT_EVENT | id=f8d0e147-935a-476d-96f6-602ecf9c6c8b | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:19.973534+00:00] AUDIT_EVENT | id=de617534-4cb6-44c1-9e61-00a1184e6008 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:19.976822+00:00] AUDIT_EVENT | id=c794b412-54cc-45e9-bc57-3e1cfda698d3 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:19.976822+00:00] AUDIT_EVENT | id=1c9f05c5-fc03-4e8b-a976-a11532a5b366 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:19.978951+00:00] AUDIT_EVENT | id=a19c6ede-e970-4a58-8895-96acb5e35782 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:19.995756+00:00] AUDIT_EVENT | id=fe61ff2e-c5f1-4fbc-aa0e-3b8b38d088a2 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:19.999326+00:00] AUDIT_EVENT | id=96908ea7-b5e3-48f9-bc47-8329be9ebea2 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:19.999326+00:00] AUDIT_EVENT | id=dfd8c581-1d3b-4475-b734-ed9ce6c6fd44 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.007547+00:00] AUDIT_EVENT | id=fadb6827-77b1-4194-827e-7c95f3150c26 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.007547+00:00] AUDIT_EVENT | id=31ffd239-e304-43b4-820c-d6ed7e8717fd | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.007547+00:00] AUDIT_EVENT | id=c95c9bd2-f95c-4af7-bd67-1eccfedcb9ca | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.012142+00:00] AUDIT_EVENT | id=6c14240c-efe6-4b80-8ce3-9c133396012b | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.012686+00:00] AUDIT_EVENT | id=6d3d7519-68bb-4adc-922a-3066b089927b | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.007547+00:00] AUDIT_EVENT | id=538b6cda-619b-4aa2-b380-2934b7cecd35 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.007547+00:00] AUDIT_EVENT | id=f062f6ba-03b5-41ed-a267-55a850755b2f | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.007547+00:00] AUDIT_EVENT | id=93830334-094b-4155-b70c-2c8f1e10298b | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.012686+00:00] AUDIT_EVENT | id=f9f50255-8ddc-4db5-80af-d7ff0e541abb | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.012142+00:00] AUDIT_EVENT | id=7f238d76-9e8a-45e7-9c36-573ba50ca79e | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.013231+00:00] AUDIT_EVENT | id=4e92e59b-ae66-4c3b-a1e5-558e2cd446e8 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.012142+00:00] AUDIT_EVENT | id=f91cd104-7c1b-4a27-b5b3-790b1a9cc48c | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.013781+00:00] AUDIT_EVENT | id=5ed1229e-38ba-4e10-8798-3fd089ce06f8 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.012142+00:00] AUDIT_EVENT | id=436e79d1-7427-414e-befe-871c32f78256 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.012686+00:00] AUDIT_EVENT | id=d1e4fe1b-76f7-4a02-b99a-231c9c8bd838 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.012686+00:00] AUDIT_EVENT | id=512241a1-296b-45aa-a0fa-c697654767cb | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.012142+00:00] AUDIT_EVENT | id=a7a130af-a9d0-4fde-b74a-92b280a95aff | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.012142+00:00] AUDIT_EVENT | id=3fe258c5-93ef-4673-9cc7-83fdb22200ce | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.016751+00:00] AUDIT_EVENT | id=a782c20c-5639-49ee-a8b8-5d072fefbcc6 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.013781+00:00] AUDIT_EVENT | id=04d9c35b-8625-4cfb-98da-0dd0a9f59e24 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.013231+00:00] AUDIT_EVENT | id=a31b0999-cd9c-43f5-a30b-d719036029d7 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.012142+00:00] AUDIT_EVENT | id=03f11a7c-b109-496d-8b7a-0be4e8a361ba | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.012686+00:00] AUDIT_EVENT | id=3269da8f-a185-4236-912d-96bb079edaa5 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.012686+00:00] AUDIT_EVENT | id=d18dc474-f382-4a4c-8b69-46e9c6d02182 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.013231+00:00] AUDIT_EVENT | id=934ec627-fc59-4822-8050-ff3ff3d03363 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.012142+00:00] AUDIT_EVENT | id=480692f7-40ff-4383-9dcf-9b070495a913 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.012142+00:00] AUDIT_EVENT | id=61e5daad-d43f-40ba-96f8-bd2494811ab3 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.012142+00:00] AUDIT_EVENT | id=addcf411-1a33-41ff-9efb-e7dcc0d33216 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.013781+00:00] AUDIT_EVENT | id=ed677044-ba57-4ac8-a34c-9f799e936e32 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.038133+00:00] AUDIT_EVENT | id=948a2175-f4b1-45ce-8e31-3d56fbaca90a | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.038133+00:00] AUDIT_EVENT | id=9c84f1a7-4422-4de6-9359-baafd2d9c5c4 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.038133+00:00] AUDIT_EVENT | id=509a627f-4c20-4da7-9785-bc8bf698e4a6 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.038133+00:00] AUDIT_EVENT | id=3f02ba9e-5d03-4213-85f1-b68ed1892feb | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.038133+00:00] AUDIT_EVENT | id=8dd723c6-ea38-4a69-809c-bd5932893fc6 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.038133+00:00] AUDIT_EVENT | id=b6b8637e-eb80-48e1-a6ed-22d265591673 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.038133+00:00] AUDIT_EVENT | id=b13f6771-8070-46f2-9a78-36f8d703220c | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.038133+00:00] AUDIT_EVENT | id=61d3e66e-db09-4f41-9759-73a547e39b78 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.038133+00:00] AUDIT_EVENT | id=ec8a78bc-5c2f-4014-bece-6222eadfef8f | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.039775+00:00] AUDIT_EVENT | id=c458b00d-a20b-4c48-af60-7a1804213d2e | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.098021+00:00] AUDIT_EVENT | id=ea255284-9fdd-4887-b663-df4efb2f958f | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.112614+00:00] AUDIT_EVENT | id=36c47ef6-0412-4914-8d12-d794886e685a | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.117901+00:00] AUDIT_EVENT | id=7ed69db0-5d71-4da2-9a02-5076ee8ca5d3 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.117901+00:00] AUDIT_EVENT | id=e610466e-e45a-47eb-b3a8-92e94716e6b5 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.117901+00:00] AUDIT_EVENT | id=9d021760-41ca-482a-9c9c-1e642d64d0c3 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.127011+00:00] AUDIT_EVENT | id=b929e1fc-6781-4d66-af2d-cc2a1e5c5922 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.127011+00:00] AUDIT_EVENT | id=66d45f81-6dfa-437d-b436-7c3ec93e6e2f | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.127011+00:00] AUDIT_EVENT | id=8dd08187-3fc1-464c-b016-de77e6fa6a92 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.129165+00:00] AUDIT_EVENT | id=249d5a54-25c2-4477-9bd0-5546f0db762d | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.128624+00:00] AUDIT_EVENT | id=7777a0be-2e55-4355-b87c-c2aeb4c2ed9e | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.129820+00:00] AUDIT_EVENT | id=712bb1bb-645e-4bdc-be5f-5b192c540f09 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:20.129820+00:00] AUDIT_EVENT | id=29dbe1cb-867d-4136-bc11-475bd138fd66 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
